# Wireframe Export - Vector Relation Format
# Vertices:,96
# Edges:,138

# VERTICES
vertex_id,x,y,z
8,5,7,1.5,-5.0,0.0,1.5,-5.0,3.0
9,6,7,-1.5,-5.0,3.0,1.5,-5.0,3.0
10,8,9,-1.5,-1.7000000476837158,0.0,-1.5,-5.0,0.0
11,9,10,-1.5,-5.0,0.0,-1.5,-1.7000000476837158,3.0
12,8,10,-1.5,-1.7000000476837158,0.0,-1.5,-1.7000000476837158,3.0
13,9,11,-1.5,-5.0,0.0,-1.5,-5.0,3.0
14,10,11,-1.5,-1.7000000476837158,3.0,-1.5,-5.0,3.0
15,12,13,-7.800000190734863,-1.7000000476837158,0.0,-1.5,-1.7000000476837158,0.0
16,13,14,-1.5,-1.7000000476837158,0.0,-7.800000190734863,-1.7000000476837158,3.0
17,12,14,-7.800000190734863,-1.7000000476837158,0.0,-7.800000190734863,-1.7000000476837158,3.0
18,13,15,-1.5,-1.7000000476837158,0.0,-1.5,-1.7000000476837158,3.0
19,14,15,-7.800000190734863,-1.7000000476837158,3.0,-1.5,-1.7000000476837158,3.0
20,16,17,-7.800000190734863,5.0,-0.0,-7.800000190734863,-1.7000000476837158,0.0
21,17,18,-7.800000190734863,-1.7000000476837158,0.0,-7.800000190734863,5.0,3.0
22,16,18,-7.800000190734863,5.0,-0.0,-7.800000190734863,5.0,3.0
23,17,19,-7.800000190734863,-1.7000000476837158,0.0,-7.800000190734863,-1.7000000476837158,3.0
24,18,19,-7.800000190734863,5.0,3.0,-7.800000190734863,-1.7000000476837158,3.0
25,20,21,-5.800000190734863,5.0,-0.0,-7.800000190734863,5.0,-0.0
26,21,22,-7.800000190734863,5.0,-0.0,-5.800000190734863,5.0,3.0
27,20,22,-5.800000190734863,5.0,-0.0,-5.800000190734863,5.0,3.0
28,21,23,-7.800000190734863,5.0,-0.0,-7.800000190734863,5.0,3.0
29,22,23,-5.800000190734863,5.0,3.0,-7.800000190734863,5.0,3.0
30,24,25,-5.800000190734863,-0.20000000298023224,0.0,-5.800000190734863,5.0,-0.0
31,25,26,-5.800000190734863,5.0,-0.0,-5.800000190734863,-0.20000000298023224,3.0
32,24,26,-5.800000190734863,-0.20000000298023224,0.0,-5.800000190734863,-0.20000000298023224,3.0
33,25,27,-5.800000190734863,5.0,-0.0,-5.800000190734863,5.0,3.0
34,26,27,-5.800000190734863,-0.20000000298023224,3.0,-5.800000190734863,5.0,3.0
35,28,29,-1.5,-0.20000000298023224,0.0,-5.800000190734863,-0.20000000298023224,0.0
36,29,30,-5.800000190734863,-0.20000000298023224,0.0,-1.5,-0.20000000298023224,3.0
37,28,30,-1.5,-0.20000000298023224,0.0,-1.5,-0.20000000298023224,3.0
38,29,31,-5.800000190734863,-0.20000000298023224,0.0,-5.800000190734863,-0.20000000298023224,3.0
39,30,31,-1.5,-0.20000000298023224,3.0,-5.800000190734863,-0.20000000298023224,3.0
40,32,33,-1.5,5.0,-0.0,-1.5,-0.20000000298023224,0.0
41,33,34,-1.5,-0.20000000298023224,0.0,-1.5,5.0,3.0
42,32,34,-1.5,5.0,-0.0,-1.5,5.0,3.0
43,33,35,-1.5,-0.20000000298023224,0.0,-1.5,-0.20000000298023224,3.0
44,34,35,-1.5,5.0,3.0,-1.5,-0.20000000298023224,3.0
45,36,37,1.5,5.0,-0.0,-1.5,5.0,-0.0
46,37,38,-1.5,5.0,-0.0,1.5,5.0,3.0
47,36,38,1.5,5.0,-0.0,1.5,5.0,3.0
48,37,39,-1.5,5.0,-0.0,-1.5,5.0,3.0
49,38,39,1.5,5.0,3.0,-1.5,5.0,3.0
50,40,41,1.5,-0.20000000298023224,0.0,1.5,5.0,-0.0
51,41,42,1.5,5.0,-0.0,1.5,-0.20000000298023224,3.0
52,40,42,1.5,-0.20000000298023224,0.0,1.5,-0.20000000298023224,3.0
53,41,43,1.5,5.0,-0.0,1.5,5.0,3.0
54,42,43,1.5,-0.20000000298023224,3.0,1.5,5.0,3.0
55,44,45,5.800000190734863,-0.20000000298023224,0.0,1.5,-0.20000000298023224,0.0
56,45,46,1.5,-0.20000000298023224,0.0,5.800000190734863,-0.20000000298023224,3.0
57,44,46,5.800000190734863,-0.20000000298023224,0.0,5.800000190734863,-0.20000000298023224,3.0
58,45,47,1.5,-0.20000000298023224,0.0,1.5,-0.20000000298023224,3.0
59,46,47,5.800000190734863,-0.20000000298023224,3.0,1.5,-0.20000000298023224,3.0
60,48,49,5.800000190734863,5.0,-0.0,5.800000190734863,-0.20000000298023224,0.0
61,49,50,5.800000190734863,-0.20000000298023224,0.0,5.800000190734863,5.0,3.0
62,48,50,5.800000190734863,5.0,-0.0,5.800000190734863,5.0,3.0
63,49,51,5.800000190734863,-0.20000000298023224,0.0,5.800000190734863,-0.20000000298023224,3.0
64,50,51,5.800000190734863,5.0,3.0,5.800000190734863,-0.20000000298023224,3.0
65,52,53,7.800000190734863,5.0,-0.0,5.800000190734863,5.0,-0.0
66,53,54,5.800000190734863,5.0,-0.0,7.800000190734863,5.0,3.0
67,52,54,7.800000190734863,5.0,-0.0,7.800000190734863,5.0,3.0
68,53,55,5.800000190734863,5.0,-0.0,5.800000190734863,5.0,3.0
69,54,55,7.800000190734863,5.0,3.0,5.800000190734863,5.0,3.0
70,56,57,7.800000190734863,-1.7000000476837158,0.0,7.800000190734863,5.0,-0.0
71,57,58,7.800000190734863,5.0,-0.0,7.800000190734863,-1.7000000476837158,3.0
72,56,58,7.800000190734863,-1.7000000476837158,0.0,7.800000190734863,-1.7000000476837158,3.0
73,57,59,7.800000190734863,5.0,-0.0,7.800000190734863,5.0,3.0
74,58,59,7.800000190734863,-1.7000000476837158,3.0,7.800000190734863,5.0,3.0
75,60,61,1.5,-1.7000000476837158,0.0,7.800000190734863,-1.7000000476837158,0.0
76,61,62,7.800000190734863,-1.7000000476837158,0.0,1.5,-1.7000000476837158,3.0
77,60,62,1.5,-1.7000000476837158,0.0,1.5,-1.7000000476837158,3.0
78,61,63,7.800000190734863,-1.7000000476837158,0.0,7.800000190734863,-1.7000000476837158,3.0
79,62,63,1.5,-1.7000000476837158,3.0,7.800000190734863,-1.7000000476837158,3.0
80,64,65,7.800000190734863,-1.7000000476837158,3.0,5.800000190734863,-0.20000000298023224,3.0
81,65,66,5.800000190734863,-0.20000000298023224,3.0,1.5,-1.7000000476837158,3.0
82,64,66,7.800000190734863,-1.7000000476837158,3.0,1.5,-1.7000000476837158,3.0
83,65,67,5.800000190734863,-0.20000000298023224,3.0,1.5,-0.20000000298023224,3.0
84,66,67,1.5,-1.7000000476837158,3.0,1.5,-0.20000000298023224,3.0
85,67,68,1.5,-0.20000000298023224,3.0,-1.5,-1.7000000476837158,3.0
86,66,68,1.5,-1.7000000476837158,3.0,-1.5,-1.7000000476837158,3.0
87,67,69,1.5,-0.20000000298023224,3.0,-1.5,-0.20000000298023224,3.0
88,68,69,-1.5,-1.7000000476837158,3.0,-1.5,-0.20000000298023224,3.0
89,69,70,-1.5,-0.20000000298023224,3.0,-5.800000190734863,-0.20000000298023224,3.0
90,68,70,-1.5,-1.7000000476837158,3.0,-5.800000190734863,-0.20000000298023224,3.0
91,64,71,7.800000190734863,-1.7000000476837158,3.0,7.800000190734863,5.0,3.0
92,65,71,5.800000190734863,-0.20000000298023224,3.0,7.800000190734863,5.0,3.0
93,71,72,7.800000190734863,5.0,3.0,5.800000190734863,5.0,3.0
94,65,72,5.800000190734863,-0.20000000298023224,3.0,5.800000190734863,5.0,3.0
95,67,73,1.5,-0.20000000298023224,3.0,1.5,5.0,3.0
96,69,73,-1.5,-0.20000000298023224,3.0,1.5,5.0,3.0
97,73,74,1.5,5.0,3.0,-1.5,5.0,3.0
98,69,74,-1.5,-0.20000000298023224,3.0,-1.5,5.0,3.0
99,75,76,-5.800000190734863,5.0,3.0,-7.800000190734863,5.0,3.0
100,70,76,-5.800000190734863,-0.20000000298023224,3.0,-7.800000190734863,5.0,3.0
101,70,75,-5.800000190734863,-0.20000000298023224,3.0,-5.800000190734863,5.0,3.0
102,76,77,-7.800000190734863,5.0,3.0,-7.800000190734863,-1.7000000476837158,3.0
103,70,77,-5.800000190734863,-0.20000000298023224,3.0,-7.800000190734863,-1.7000000476837158,3.0
104,68,77,-1.5,-1.7000000476837158,3.0,-7.800000190734863,-1.7000000476837158,3.0
105,68,78,-1.5,-1.7000000476837158,3.0,-1.5,-5.0,3.0
106,66,78,1.5,-1.7000000476837158,3.0,-1.5,-5.0,3.0
107,78,79,-1.5,-5.0,3.0,1.5,-5.0,3.0
108,66,79,1.5,-1.7000000476837158,3.0,1.5,-5.0,3.0
109,80,81,7.800000190734863,5.0,-0.0,7.800000190734863,-1.7000000476837158,0.0
110,81,82,7.800000190734863,-1.7000000476837158,0.0,5.800000190734863,-0.20000000298023224,0.0
111,80,82,7.800000190734863,5.0,-0.0,5.800000190734863,-0.20000000298023224,0.0
112,81,83,7.800000190734863,-1.7000000476837158,0.0,1.5,-1.7000000476837158,0.0
113,82,83,5.800000190734863,-0.20000000298023224,0.0,1.5,-1.7000000476837158,0.0
114,83,84,1.5,-1.7000000476837158,0.0,1.5,-0.20000000298023224,0.0
115,82,84,5.800000190734863,-0.20000000298023224,0.0,1.5,-0.20000000298023224,0.0
116,83,85,1.5,-1.7000000476837158,0.0,-1.5,-1.7000000476837158,0.0
117,84,85,1.5,-0.20000000298023224,0.0,-1.5,-1.7000000476837158,0.0
118,85,86,-1.5,-1.7000000476837158,0.0,-1.5,-0.20000000298023224,0.0
119,84,86,1.5,-0.20000000298023224,0.0,-1.5,-0.20000000298023224,0.0
120,85,87,-1.5,-1.7000000476837158,0.0,-5.800000190734863,-0.20000000298023224,0.0
121,86,87,-1.5,-0.20000000298023224,0.0,-5.800000190734863,-0.20000000298023224,0.0
122,85,88,-1.5,-1.7000000476837158,0.0,-7.800000190734863,-1.7000000476837158,0.0
123,87,88,-5.800000190734863,-0.20000000298023224,0.0,-7.800000190734863,-1.7000000476837158,0.0
124,88,89,-7.800000190734863,-1.7000000476837158,0.0,-7.800000190734863,5.0,-0.0
125,87,89,-5.800000190734863,-0.20000000298023224,0.0,-7.800000190734863,5.0,-0.0
126,83,90,1.5,-1.7000000476837158,0.0,1.5,-5.0,0.0
127,85,90,-1.5,-1.7000000476837158,0.0,1.5,-5.0,0.0
128,90,91,1.5,-5.0,0.0,-1.5,-5.0,0.0
129,85,91,-1.5,-1.7000000476837158,0.0,-1.5,-5.0,0.0
130,89,92,-7.800000190734863,5.0,-0.0,-5.800000190734863,5.0,-0.0
131,87,92,-5.800000190734863,-0.20000000298023224,0.0,-5.800000190734863,5.0,-0.0
132,93,94,-1.5,5.0,-0.0,1.5,5.0,-0.0
133,86,94,-1.5,-0.20000000298023224,0.0,1.5,5.0,-0.0
134,86,93,-1.5,-0.20000000298023224,0.0,-1.5,5.0,-0.0
135,84,94,1.5,-0.20000000298023224,0.0,1.5,5.0,-0.0
136,82,95,5.800000190734863,-0.20000000298023224,0.0,5.800000190734863,5.0,-0.0
137,80,95,7.800000190734863,5.0,-0.0,5.800000190734863,5.0,-0.0
